"","Street Address","Business Start Date","Location Start Date","DBA Name"
"1393","880 Geneva Ave",2019-07-26,2019-07-26,"Teazzert Pho You"
"1394","475 6th St",2019-03-01,2019-03-01,"Belcampo Meat Co"
"1395","609 Market St",2017-01-08,2017-01-08,"Mcdonald's"
"1396","1030 Illinois St",2017-12-05,2017-12-05,"Urban Belly"
"1397","1270 Valencia St",2016-04-01,2016-04-01,"Barzotto"
"1398","1383 44th Ave Apt C",2017-05-31,2017-05-31,"Omiomi"
"1399","520 Gough St",2019-05-30,2019-05-30,"Dragoneats LLC"
"1400","214 Sutter St",2016-05-06,2016-05-06,"Little Giant Ice Cream"
"1401","2 Marina Blvd Bldg C36",2020-01-01,2022-07-12,"Mozzeria (Mobile Food Truck)"
"1402","4 Embarcadero Ctr 101",2018-07-09,2018-07-09,"2y Food"
"1403","489 3rd St",2019-10-21,2019-11-21,"La Briciola"
"1404","600 18th St",2018-10-30,2018-10-30,"The 4th Monkey, LLC"
"1405","425 Mission St 103a",2018-08-01,2019-08-26,"Eddie's Bar Car"
"1406","1085 Sutter St",2016-02-09,2016-02-09,"Miller's Rest"
"1407","103 Horne Ave",2017-09-08,2018-01-24,"Pye"
"1408","330 Ofarrell St",2016-09-16,2018-11-21,"Oma Sushi"
"1409","3251 20th Ave",2018-04-25,2019-04-16,"The Upper Crust Baking Co., Inc."
"1410","415 Mission St Fl 9/10",2017-12-27,2019-03-14,"Aramark Rfs At Salesforce"
"1411","1380 Natoma St",2017-05-03,2017-05-03,"Farmstead"
"1412","610 Brannan St",2019-02-26,2019-02-26,"Nancy's Catering"
"1413","1161 Mission St Fl 1",2016-10-03,2016-10-03,"3-19 Coffee Company"
"1414","2293 Ocello St",2017-07-14,2017-07-14,"Elizabeth Stone"
"1415","3275 22nd St",2016-05-23,2016-05-23,"Mission Picnic"
"1416","2375 Market St",2018-04-01,2018-04-01,"Subway Sandwiches #7307"
"1417","1688 Pine St E104",2017-09-14,2017-09-14,"Queens SF"
"1418","1797 Haight St",2019-03-01,2019-03-01,"Mi Familia Taqueria"
"1419","1615 Union Ave Apt 1",2019-03-13,2019-05-14,"Doordash"
"1420","81 Portola Ave",2018-10-03,2018-10-03,"Tasty Restraunt"
"1421","55 Division St",2018-09-12,2019-09-09,"Dumpling Time Express"
"1422","2948 Folsom St",2018-11-07,2018-11-07,"Kayma"
"1423","1605 Jerrold Ctr",2018-04-24,2018-04-24,"Knead Patisserie"
"1424","544 Castro St",2017-11-01,2017-11-01,"Papi Rico"
"1425","863 Lombard Street",2019-09-11,2019-09-11,"Outerschool Sandwich"
"1426","5338 Geary St",2017-09-09,2017-09-09,"Naya Cafe"
"1427","808 Divisadero St",2017-11-01,2024-11-01,"Hamburger Project"
"1428","225 Bush St Ste 120",2018-09-18,2018-09-18,"Bluestone Lane"
"1429","881 Post St",2017-05-15,2017-05-15,"Milkbean"
"1430","608 Divisadero St",2018-12-10,2018-12-10,"Loving Cup Divisadero"
"1431","1483 Sutter St 1401",2018-06-06,2018-06-06,"Frolic & Detour Bakery LLC"
"1432","25 Mason St",2019-06-26,2019-08-19,"Reef Kitchens"
"1433","1817 Polk St",2017-03-17,2018-02-09,"Winelato"
"1434","350 Mission",2017-12-27,2019-03-13,"Aramark Rfs At Salesforce"
"1435","2325 Taraval St",2019-07-18,2019-07-18,"The Spot Lounge"
"1436","50 Fremont St",2016-05-27,2016-05-27,"Hummus Heaven"
"1437","71 5th Street",2017-02-09,2017-02-09,"Kaisen Sushi"
"1438","650 Delancey Street 418",2017-07-28,2017-07-28,"Don Julio Kim Vineyards, LLC"
"1439","1888 Mission St",2017-08-29,2017-08-29,"Cardona's Food Truck"
"1440","2660 Mason St",2019-01-02,2019-01-02,"Wetzel's Pretzels"
"1441","1433 Taraval St",2019-01-28,2019-01-28,"Hing Yuan"
"1442","24 Willie Mays Plaza Plz",2017-03-07,2017-03-07,"Cream, Inc"
"1443","855 Brannan St Ste B3",2017-10-06,2017-10-06,"Pizza Squared"
"1444","941 Kearny St",2018-01-17,2018-01-17,"Toppu Ramen & Dim Sum House"
"1445","1799 Church St",2018-09-01,2018-09-01,"Cafe Xo"
"1446","1310 Grant Ave",2019-11-18,2019-11-18,"Yarsa Nepalese Cuisine"
"1447","836 Clement St",2017-04-01,2017-04-01,"Lime Tree"
"1448","1323 Polk St",2016-08-01,2020-01-03,"Guiltlessly Delicious"
"1449","2665 Geneva Ave Apt 319",2019-08-08,2019-08-08,"Little Hollywood Cafe"
"1450","3228 16th St",2020-01-01,2020-01-01,"Mozzeria (Mobile Food Truck)"
"1451","Valencia Street",2018-08-16,2018-08-16,"Flour + Water Pizzeria"
"1452","103 Horne Ave",2019-03-07,2019-03-07,"Eclectic Cookery"
"1453","3051 Broadmoor View",2019-04-24,2019-04-24,"California Garlic Noodles"
"1454","970 Baker St 3",2018-01-30,2018-01-30,"Young's Kung Fu Action Theatre & Laundry"
"1455","3200 California St",2018-08-01,2018-08-01,"Cup & Fork"
"1456","760 2nd St",2019-09-19,2019-09-19,"Momo's"
"1457","708 Kearny St",2019-02-04,2019-02-05,"Nice Catch SF"
"1458","199 New Montgomery Street, Ste A",2017-01-30,2017-01-30,"199m LLC"
"1459","244 Clement St",2019-03-12,2022-01-21,"Sowlbowls"
"1460","2 Embarcadero Center Fl 9",2016-04-15,2017-05-01,"Fare Resources Inc"
"1461","1054 Taraval St",2017-06-05,2017-06-05,"Native Sons Bbq"
"1462","646 Washington St",2016-03-30,2018-12-24,"Golden Saba Seafood"
"1463","20 E 41st Pl Apt E",2017-04-17,2017-04-17,"The Game Day Truck"
"1464","496 Inverness Dr",2018-10-15,2018-10-16,"Andy's Bing"
"1465","5285 Diamond Heights Blvd Apt 117",2017-01-02,2017-01-02,"Cee's Fried Chicken"
"1466","1750 Cesar Chavez Unit D",2019-08-30,2019-09-20,"Private Chef Club"
"1467","1250 46th Ave Apt B",2016-07-13,2016-07-13,"Diana's Catering"
"1468","250 S Beach Se St",2018-11-12,2018-11-20,"Breakfast At The Camper"
"1469","1600 Guerrero St",2018-03-09,2018-03-09,"La Catrachita"
"1470","675 Broadway",2016-01-15,2016-01-15,"Dim Sum Bistro"
"1471","3913 24th St",2017-04-13,2017-04-13,"Open Kitchen"
"1472","1268 Grant Ave",2019-03-01,2019-03-01,"The Up & Up"
"1473","75 Hawthorne St",2016-10-28,2018-06-30,"Fair Trade Cafe"
"1474","399 Chestnut",2017-02-13,2017-02-13,"Nina Salsas"
"1475","2516 Noriega St",2018-10-01,2018-10-01,"Boss Bakery"
"1476","2909 16 Th St",2019-10-16,2019-10-16,"Cosina Mayah Restaurant"
"1477","396 Harrison St Ste 100",2018-05-21,2018-05-21,"Nommo"
"1478","4855 Mission St Unit 5",2018-10-19,2018-10-19,"Sweetys Box"
"1479","475 Sixth St",2016-10-11,2019-04-01,"Sweetgreen Soma Cloud Kitchen"
"1480","600 York St",2018-09-03,2018-09-03,"Bobo's Bistro"
"1481","99 Leland Ave",2019-01-04,2021-10-29,"99 Leland By Mission Blue"
"1482","2571 San Bruno Ave",2017-03-28,2017-03-28,"Ling Ling Cuisine Restaurant"
"1483","2127 Polk St",2016-09-14,2016-09-14,"Dakshin"
"1484","1000 Cortland Ave",2016-08-31,2016-08-31,"Skillshot Pinball & Bar"
"1485","1540 Ocean Ave",2016-09-08,2016-09-08,"Golden Coast Restaurant"
"1486","1525 Bancroft Ave",2017-06-01,2017-06-01,"Blue Tiger Coffee Inc"
"1487","651 Capistrano Way",2018-01-15,2018-01-15,"Meadowlark Cafe, LLC"
"1488","1355 Market St",2019-03-26,2019-03-26,"Jikasei Mensho"
"1489","120 Montgomery St",2016-09-26,2017-05-12,"Iku Sushi & Bento"
"1490","29 Northridge Rd",2019-07-01,2019-07-01,"Tatiana Bluford"
"1491","983 Valencia St",2016-09-01,2017-05-17,"Duna"
"1492","1915 Keith St",2017-12-01,2017-12-01,"Gabriel Husair"
"1493","1085 Mission",2017-01-02,2017-01-02,"Milieu"
"1494","San Jose Ave",2018-10-08,2018-10-08,"Yes Please"
"1495","29 South Knoll Rd",2018-03-01,2018-03-01,"Saffa Home Foods"
"1496","1408 Market St",2018-11-15,2018-11-15,"The Barbary Coast Pastry And Coffee"
"1497","1225 31st Ave",2018-05-03,2023-03-01,"Jarisara"
"1498","1490 Ocean Ave Ste 1",2018-04-25,2018-04-25,"Indulgence Tea Bar"
"1499","4828 Geary Blvd",2018-07-24,2018-07-24,"Great Mongolia"
"1500","125 3rd St",2016-12-01,2016-12-01,"Vitrine Restaurant"
"1501","895 Brussels St",2019-01-07,2019-01-07,"Bimi Poke LLC"
"1502","49103 Milmont Dr",2018-11-21,2018-11-21,"333 Truck"
"1503","1000 A Third St",2018-05-09,2018-05-09,"Little Creatures Brewing Company"
"1504","1954 Union St",2016-01-06,2018-01-01,"The Caviar Company"
"1505","182 Gaven St",2016-04-05,2016-04-05,"Shenghong Zhao"
"1506","26 Crestline Dr Apt 1",2017-04-01,2017-04-01,"Delorenzo Desserts"
"1507","50 Parma Street",2017-09-05,2017-09-05,"Golden State Grill LLC"
"1508","1007 Guerrero St",2019-06-01,2019-06-01,"Tuba Restaurant"
"1509","3498 Cesar Chavez St",2019-07-30,2022-10-18,"Tacos Santo Toribio"
"1510","1760 Cesar Chavez J",2016-10-01,2020-02-27,"Zee Cooks / Creperie Saint Germain"
"1511","233 East 54 Street E St Apt 1b",2019-08-01,2019-09-24,"Elephant Sshi"
"1512","470 Pacific Ave",2018-05-01,2018-12-01,"Quince Pacific Avenue LLC"
"1513","2843 Fillmore St",2019-11-01,2019-11-01,"James Faber & Associates"
"1514","75 Oak Grove St",2019-04-07,2019-04-07,"Starbird"
"1515","1398 Haight St",2017-09-06,2017-09-06,"Magnolia Brewing Company"
"1516","420 Judah St",2018-07-18,2018-07-18,"Sumo"
"1517","200 Ocean Ave Ave",2017-08-20,2017-08-20,"Delimansf"
"1518","781 Everglades Lane Ln",2016-11-18,2016-11-18,"Makmillion Catering"
"1519","350 Broderick St Apt 221",2018-03-27,2018-03-27,"Little Sunshine Bakery"
"1520","229 Dore St",2018-03-07,2018-03-07,"Al's Lumpia Service"
"1521","1 Ferry Building Ste 201",2019-08-26,2019-08-26,"Snack15"
"1522","24 Willie Mays Pl Club Lvl Sec 214",2018-03-09,2018-03-26,"95305 C & C Concessions/Portable 214 Lemonade Snack Cart"
"1523","814 Divisadero",2016-05-16,2016-05-16,"San Francisco"
"1524","75 Oak Grove St",2016-06-01,2016-06-01,"Chicken Coup LLC"
"1525","2847 Taylor St",2016-10-25,2016-10-25,"Fisherman's Grotto"
"1526","1943 41st Avenue",2017-01-03,2017-01-03,"Eileen Shi"
"1527","1361 Church St",2016-10-01,2016-10-01,"Sasha's Pizza"
"1528","895 Post St",2020-01-01,2020-01-01,"Tonic"
"1529","2337 Irving St",2018-07-01,2018-07-01,"Lam Hoa Thuan Restaurant"
"1530","4217 Geary Blvd",2019-10-17,2019-10-17,"Honey Pig"
"1531","2948 Folsom St",2017-08-01,2017-08-01,"Mi Comedor"
"1532","2221 Clement St",2017-05-23,2017-05-23,"Nobuyuki"
"1533","213 King St",2019-03-05,2019-03-05,"Earl Of Sandwich"
"1534","737 3rd St",2019-09-10,2019-09-10,"Zaika Indian Cuisine"
"1535","46 Bronte Street",2017-03-02,2017-03-02,"Family Meal"
"1536","2726 San Bruno Ave",2016-10-27,2016-10-27,"Chef Li's Cafe"
"1537","3414 Judah Street",2018-10-09,2018-10-09,"Sunset Cantina"
"1538","975 Burnett Ave Apt 15",2018-05-25,2018-05-25,"Private Dining Room"
"1539","1 Alder St",2018-08-31,2018-08-31,"Pig + Poppy"
"1540","1411 Florida St St Apt 1",2018-08-27,2018-08-27,"Garnachas LLC"
"1541","1650 Balboa St",2017-07-20,2017-07-20,"Kaiju Cooks"
"1542","150 Folsom St",2016-08-23,2021-12-15,"Sweetgreen"
"1543","548 Market St",2018-12-12,2018-12-12,"Elemental Poke"
"1544","Park P 13 Mission Bay Blvd S",2016-05-20,2016-05-20,"Tipsy Tap LLC"
"1545","2469 Folsom St",2018-11-30,2018-11-26,"Cafe De Olla"
"1546","1 Warriors Way",2019-02-05,2019-11-30,"Greek Table"
"1547","1625 Post St",2019-06-11,2019-06-11,"Nari"
"1548","1195 Evans Ave",2018-08-13,2020-12-01,"Speakeasy Ales And Lagers"
"1549","475 6th St",2016-02-23,2019-09-25,"Coast Poke Counter"
"1550","1100 26th St",2017-07-11,2022-05-25,"Bonito Poke LLC"
"1551","295 Orizaba Ave",2018-12-12,2018-12-12,"China Delights"
"1552","2948 Folsom St",2018-06-01,2018-06-01,"Peaches Patties LLC"
"1553","2666 Ocean Ave",2017-09-05,2017-09-05,"My Cup Of Tea"
"1554","50 Fremont St Fl 2/3s",2017-12-27,2019-03-14,"Aramark Rfs At Salesforce"
"1555","699 Avenue Of The Palms",2017-01-01,2017-01-01,"Mersea Restaurant"
"1556","4724 Koontz Ln",2018-01-03,2022-01-03,"Christina Catering Services"
"1557","701 Valencia St",2016-11-18,2021-06-09,"Media Noche Food Truck"
"1558","1581 Webster St Ste 240",2019-02-26,2019-02-26,"Club Maris"
"1559","1783 Palou Ave",2019-05-14,2019-05-14,"The Golden Truck"
"1560","3053 Fillmore St",2018-12-09,2018-12-09,"Allison Bush"
"1561","1063 Market St",2017-12-06,2018-01-12,"Chanvi Eatery"
"1562","2804 Gateway Oaks Dr Ste 100",2019-08-12,2019-08-12,"Ma Sarap Food Truck LLC"
"1563","2675 Ocean Avenue",2018-09-03,2018-09-03,"Lucho's"
"1564","456 Castro St Ste B",2019-03-27,2019-03-27,"Qbar"
"1565","214 California St",2018-08-16,2018-08-16,"Homage"
"1566","2565 Third St Ste 2565",2019-09-10,2019-09-10,"Mainstay Markets"
"1567","Pier 15 The Embarcadero",2016-01-22,2016-03-31,"Seaglass Restaurant"
"1568","185 Berry St",2017-04-02,2017-04-02,"Imagine @ Lyft"
"1569","841 Larkin St",2018-01-30,2020-10-09,"Young's Kung Fu Action Theatre & Laundry"
"1570","24 West Portal Ave",2018-11-19,2018-11-19,"Franco's Latin Table"
"1571","555 Golden Gate Ave",2016-07-01,2017-05-26,"Fine And Rare"
"1572","829 Mission St",2017-08-29,2017-08-29,"Icicles"
"1573","1033 Taraval St",2020-01-01,2020-01-01,"Old Pier Hotpot Buffet"
"1574","1 Mobile Caterers",2019-07-08,2019-08-19,"Porkie"
"1575","2469 Folsom St",2018-11-30,2018-11-30,"Cafe De Olla.SF"
"1576","499 Douglass St",2016-06-06,2016-06-06,"Neighbors Corner"
"1577","334 Leavenworth St Apt 15",2018-07-11,2018-07-11,"Superb Baklava & Baked Goods"
"1578","328 Bocana St",2018-10-19,2018-10-19,"Fabiani Catering LLC"
"1579","3220 Geary Blvd Apt 301",2019-01-01,2019-01-01,"Eggsistential Bakeshop"
"1580","239 Kearny St",2018-11-19,2018-11-19,"239 Kearny"
"1581","100 Larkin St",2016-03-01,2016-03-01,"Poets Cafe"
"1582","44899 Trout Ct",2018-01-30,2018-01-30,"Roti"
"1583","699 Lausanne Ave",2017-01-01,2017-04-08,"San Francisco Hotdog Angel Thats Devilicious"
"1584","750 Clement St",2018-06-04,2018-06-04,"Mai Mai Sandwich & Bakery"
"1585","O'reilly Ave",2019-01-01,2019-01-01,"Acre Gourmet"
"1586","582 Washington St",2019-07-12,2019-07-12,"Babe's Monte Carlo"
"1587","430 Broadway",2019-11-04,2019-11-04,"Fondue Chinoise"
"1588","329 Bryant St Ste 3b",2016-11-30,2016-11-30,"Movebutter"
"1589","667 N Commercial N Dr Bldg 667",2019-05-15,2019-06-10,"Panicha Inc. /Dba Schilling&Co"
"1590","3515 20th St",2018-10-10,2018-12-31,"Little Kite"
"1591","103 Horne Ave.",2018-01-22,2018-05-15,"Churros Madrid"
"1592","1260 Brighton Ave Apt 308",2018-11-27,2018-11-27,"The Himalayan Momo"
"1593","170 O'farrell St",2019-10-03,2019-10-03,"Everbowl San Fransisco"
"1594","201 Spear St Ste 120",2018-11-09,2018-11-14,"Ittoryu Gozu"
"1595","350 Mission St Fl 7/8",2017-12-27,2019-03-14,"Aramark Rfs At Salesforce"
"1596","601 Mission Bay N Blvd",2020-01-01,2022-07-12,"Mozzeria (Mobile Food Truck)"
"1597","1327 Polk St",2018-07-30,2018-10-31,"El Lopo"
"1598","2948 Folsom St",2018-07-31,2021-06-01,"Kitiya"
"1599","1155 Battery St",2017-10-25,2017-10-25,"Lifeworks @ Levi's"
"1600","687 Geary St",2018-07-16,2018-08-20,"Scullery"
"1601","1501 Cortland Ave",2017-03-16,2017-03-16,"Makaseru SF"
"1602","823 Carolina St",2017-07-07,2017-07-07,"Bacala Bakery"
"1603","2500 Noriega St",2016-10-25,2016-10-25,"Abc Cafe"
"1604","103 Horne Ave",2018-10-19,2018-10-26,"Borage Catering"
"1605","11 Harold Ave",2017-01-23,2017-01-23,"Lomo Libre LLC"
"1606","601 Mission Bay N Blvd",2018-12-28,2018-12-28,"Crepe Box"
"1607","475 6th St",2019-06-27,2019-06-27,"Cult Chinese Dumplings"
"1608","620 Broadway",2019-12-23,2019-12-23,"Tacorea"
"1609","3231 Taraval St #2",2017-10-20,2019-03-12,"Tun Myanmar"
"1610","1635 Divisadero St 145",2017-11-09,2017-11-09,"Cool Cravings II LLC"
"1611","669 Ellis St Apt 5",2019-09-24,2019-09-24,"Ricky Rivas"
"1612","1044 Capp St Bldg",2017-01-02,2017-09-25,"Umo Bbq"
"1613","875 Greenwich St",2018-02-20,2018-02-20,"Johnathan Madden"
"1614","2073 Market St",2020-01-01,2020-01-01,"Woodhouse Fish Co."
"1615","1 Front St",2016-10-01,2016-10-01,"Eurest Dining @ First Republic Bank"
"1616","303 Sacramento St",2018-04-01,2018-04-01,"The Grub-Bies LLC"
"1617","1408 Hudson Ave",2017-01-02,2017-01-02,"Tato"
"1618","1000 Cortland Ave",2018-03-08,2018-03-08,"Shokudou"
"1619","1275 Minnesota St",2017-03-15,2017-03-15,"Alta"
"1620","168 Bruno Ave",2018-12-28,2018-12-28,"Crepe Box"
"1621","2609 San Bruno Ave Ste A",2018-08-22,2018-11-01,"Banh Mi & Roll"
"1622","1 Bush St",2018-07-02,2018-07-02,"Quick Grub"
"1623","18 Bartol St",2020-01-01,2021-01-01,"Mozzeria (Mobile Food Truck)"
"1624","22 Peace Pl Ste 560",2019-07-24,2019-07-24,"Umai Ramen House LLC"
"1625","44 West Portal Ave",2017-09-26,2017-09-26,"Charm Noodle House"
"1626","65 Division St",2016-12-05,2016-12-05,"The Grove - Design District"
"1627","584 Castro St Unit 747",2019-09-25,2019-09-25,"Omg Brazilian Food"
"1628","758 Valencia St",2016-09-10,2016-09-10,"Souvla"
"1629","1160 Howard St",2019-07-01,2019-07-01,"Vive La Tarte"
"1630","791 Haight St",2017-09-01,2017-10-02,"Fk Frozen Custard"
"1631","1240 Noriega St",2019-04-03,2019-12-31,"Phomerica"
"1632","601 N Mission Bay Blvd",2018-01-15,2018-09-01,"Meadowlark Cafe"
"1633","637 Natoma St Ste 5",2019-01-01,2019-01-01,"Gobble Inc"
"1634","2234 Chestnut St",2019-03-11,2019-03-11,"Project Juice - Chestnut"
"1635","124 Kirkwood Ave",2018-12-03,2018-12-03,"Ball Business Consulting"
"1636","578 8th Ave",2016-03-31,2017-02-24,"Bubu's Hot Sauce"
"1637","110 Robinson St",2016-07-05,2016-07-05,"Eclectic Cookery"
"1638","123 2nd St",2018-04-01,2018-09-26,"The Grubbies"
"1639","75 Western Shore Ln Apt 3",2016-08-30,2016-08-30,"Cooksoo Truck LLC"
"1640","98 Thrift Ave",2018-04-04,2018-04-04,"Scramble!"
"1641","3092 16th St",2019-10-01,2019-10-01,"Farming Hope"
"1642","1740 Church St",2018-10-25,2018-10-25,"Kenko Catersf"
"1643","1198 Valencia St #105",2018-05-08,2018-05-24,"Upfordaz"
"1644","1801 Alemany Blvd",2016-06-08,2016-06-08,"Beijing Restaurant"
"1645","478 25th St",2016-10-31,2016-10-31,"Scrumpt"
"1646","393 Eddt St",2018-02-05,2018-02-28,"Aladdin Restaurant"
"1647","103 Horne Ave",2017-09-22,2018-05-22,"Eclectic Cookery"
"1648","975 Burnett Ave Apt 15",2018-05-25,2018-05-25,"Pdrsf"
"1649","1401 Powell St",2019-10-16,2019-10-16,"Kitchengineers"
"1650","220 Vasquez Ave",2019-07-11,2019-07-11,"March"
"1651","276 5th St",2018-01-03,2018-01-03,"Mr. East Kitchen"
"1652","2355 Chestnut St",2018-08-20,2018-08-20,"Lynnette Perdue"
"1653","1 Ferry Building Unit 50",2017-08-31,2017-09-30,"Hidden Star Orchards"
"1654","631 Folsom St Apt 15a",2016-09-02,2016-09-02,"Nibble"
"1655","105 Manor Dr. Dr",2019-11-25,2019-11-25,"Thai's Kitchen"
"1656","1740 Church St",2017-11-01,2017-11-01,"Seokyo"
"1657","4906 Fray Ave",2016-07-01,2018-01-01,"Fuel Your Inner Beast"
"1658","900 Bush St",2018-02-13,2018-02-13,"Izakaya Yoki"
"1659","464 Broadway St",2017-12-06,2020-10-29,"Southern Smoke Bbq"
"1660","2948 Folsom St",2019-03-27,2019-09-05,"Happy Himalayan Momos"
"1661","131 Freesia Ct",2019-01-13,2019-01-13,"Spudz Brothers"
"1662","1490 Ocean Ave Unit 3",2017-09-15,2017-09-15,"Arthouse Creamery"
"1663","454 Geary St",2016-03-28,2016-03-28,"La Marsa"
"1664","3088 24th St",2019-04-15,2019-08-30,"El Trebol Sport Bar #2 & Restaurant"
"1665","3200 California St",2018-08-10,2018-08-10,"Cup+Fork"
"1666","900 N Point St Ste 101",2018-08-08,2018-08-08,"Pico Latin Food"
"1667","2780 21st Street",2019-09-19,2019-09-19,"Fiesta Organic Catering"
"1668","2848 23rd St",2018-08-01,2020-01-06,"Yu San Fong"
"1669","350 Bush St Ste 200",2018-06-04,2018-07-02,"Guckenheimer @ Twitch Floors 6,7,8"
"1670","2605 Ocean Ave",2017-01-03,2017-01-03,"Ambrosia Bakery"
"1671","105 Steiner St",2017-06-01,2022-04-01,"Chingonas"
"1672","1801 Haight St",2016-08-26,2017-05-26,"Cha Cha Cha"
"1673","1545 Fillmore St",2017-08-09,2017-08-09,"Hollywood Cafe On Fillmore"
"1674","11 Rebecca Lane",2016-11-16,2016-11-16,"Boug Deli"
"1675","40789 Fremont Blvd Apt 202",2018-04-19,2018-04-19,"Coco Fresh Tea & Juice"
"1676","61 Division St",2018-09-12,2018-09-12,"Niku Steakhouse"
"1677","214 Townsend St",2018-07-03,2021-04-15,"Taqueria Mila"
"1678","180 Howard St G2",2016-04-20,2016-04-20,"Rotee Express"
"1679","1915 Murchison Dr Apt 10",2018-07-27,2018-07-27,"Royal Ground Coffee"
"1680","1875 Pacific Ave Apt 403",2017-07-15,2017-07-26,"Mobowl"
"1681","1114 Valencia St",2017-12-01,2019-10-30,"Salt Partners"
"1682","138 King St",2017-01-02,2017-02-01,"Bar Via"
"1683","2859 Mission St",2016-08-08,2016-08-08,"Tahini"
"1684","475 Sixth St",2019-04-16,2019-04-16,"The Star"
"1685","2495 3rd St",2017-01-01,2017-01-01,"Serpentine"
"1686","4039 18th St",2018-02-05,2018-02-05,"Indo"
"1687","1463 Haight St",2017-06-13,2017-07-21,"Bizza"
"1688","1221 Fell St",2016-04-29,2019-03-27,"Hahdough LLC"
"1689","2001 Union St 107",2019-03-21,2019-03-21,"Hunan Empire"
"1690","1443 A Lombard St",2016-08-17,2016-08-17,"Evas Coffee"
"1691","3914 Judah St",2019-10-04,2019-10-04,"Spicy Dragon"
"1692","810 Van Ness Ave",2019-07-11,2019-07-11,"Hinata Sushi"
"1693","1566 Carroll Ave",2019-03-06,2019-03-06,"Local Catering"
"1694","504 Broadway St",2019-11-18,2019-11-18,"Osmanthus Dim Sum Lounge"
"1695","488 Fell St",2018-02-21,2018-02-21,"Urban Ritual"
"1696","616 Divisadero St",2017-05-17,2017-05-17,"Emporium San Francisco"
"1697","295 Orizaba B",2017-12-25,2017-12-25,"China Delights"
"1698","1 Mobile Caterers",2018-01-11,2018-07-17,"Domingo's International Kitchen And Fusion"
"1699","115 Sansome St",2018-08-07,2018-08-07,"The Shota"
"1700","5158 Geary Blvd",2017-06-01,2017-06-01,"Jin Pot"
"1701","1737 Post St Unit 370",2019-07-24,2019-07-24,"Umai Ramen House LLC"
"1702","650 Jackson St",2017-04-16,2017-04-16,"Pot & Noodle"
"1703","255 Paris St.",2016-07-18,2016-07-18,"Miguel Rosillo"
"1704","550 Montgomery St Fl 10",2016-03-25,2023-12-19,"Amador"
"1705","295 Eddy St",2018-02-01,2018-02-01,"Z Zoul Cafe"
"1706","748 Van Ness Ave",2019-01-22,2019-02-01,"Salty's"
"1707","745 Buchanan S St",2019-08-01,2019-08-01,"5bread2fish Market"
"1708","5285 Diamond Heights Blvd Ste 102",2017-01-02,2017-03-08,"Cee's Fried Chicken"
"1709","1500 South Van Ness Ave Suite 100 Ave",2018-07-11,2018-07-11,"Troje"
"1710","5241 Geary Blvd",2016-03-01,2016-03-01,"Russian Renaissance Restaurant"
"1711","1446 17th St 3",2019-08-19,2020-07-10,"Savor-It Bar"
"1712","704 Great Highway Apt 1",2018-09-28,2018-09-28,"Ocean Beach Provisions"
"1713","3092 16th Street St",2017-05-23,2017-05-23,"Roll Up Creamery & Cafe LLC"
"1714","239 Sadowa St",2019-03-27,2019-03-27,"Happy Himalayan Momos"
"1715","3751 Geary Blvd",2018-05-24,2018-05-24,"Gourmet Noodle House Inc"
"1716","2828 Jones St",2019-08-29,2019-08-29,"Halal Shop"
"1717","788 Harrison St",2017-03-09,2017-03-09,"Doughp"
"1718","81 Frank Norris St Apt 706",2016-03-02,2018-04-16,"Tia Ampa Bakery"
"1719","280 5th St Unit A",2017-02-20,2017-06-14,"Les Gourmands Bakery"
"1720","705 Geary Street St",2019-08-01,2019-09-24,"Elephant Sushi"
"1721","103 Horne Ave Bldg",2016-07-13,2017-04-01,"Communion Juice"
"1722","4150 18th Street",2019-11-12,2019-11-12,"El Capitan"
"1723","582 Goettingen St",2018-01-01,2018-01-01,"Grubhub"
"1724","50 Central Ct",2019-05-21,2019-05-21,"Muccini Italia"
"1725","1782 Haight St",2017-03-22,2017-03-22,"R-Rom-D"
"1726","101 Spear St",2017-12-27,2019-03-13,"Aramark Rfs At Salesforce"
"1727","166 West Portal Ave",2019-04-01,2019-04-01,"San Francisco Juice Company"
"1728","Laguna St St",2016-05-24,2016-05-24,"Livity Organics"
"1729","1099 W Front St",2018-01-02,2018-01-02,"Simplot"
