inspection_score,business_name,business_address,violation_description,risk_category,sup_dist,violation_count,quarter,year,month,day
75.0,Good Luck Market,1215 Taraval St,Inadequate and inaccessible handwashing facilities,2,7,7,2,2019,5,16
90.0,Fino,1 Cosmo Pl,Unclean nonfood contact surfaces,1,3,3,2,2019,5,16
75.0,Good Luck Market,1215 Taraval St,Unclean or degraded floors walls or ceilings,1,7,7,2,2019,5,16
88.0,EL SALVADOR RESTAURANT,2278 MISSION St,Inadequate and inaccessible handwashing facilities,2,2,3,2,2019,5,16
92.0,VILLA D'ESTE,2623 OCEAN Ave,Unapproved or unmaintained equipment or utensils,1,8,3,2,2019,5,16
94.0,Emporio Rulli Il Caffe at Union Square,225 Stockton St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,3,3,2,2019,5,16
91.0,Cafe Claude,7 Claude Ln,Improper food labeling or menu misrepresentation,1,3,2,2,2019,5,16
75.0,Good Luck Market,1215 Taraval St,Unclean nonfood contact surfaces,1,7,7,2,2019,5,16
71.0,Cafe Venue,67 05th St,Unclean hands or improper use of gloves,3,10,5,2,2019,5,16
88.0,HARRY'S BAR,2020 FILLMORE St,Inadequate and inaccessible handwashing facilities,2,6,3,2,2019,5,16
75.0,Good Luck Market,1215 Taraval St,Food in poor condition,2,7,7,2,2019,5,16
71.0,Cafe Venue,67 05th St,High risk food holding temperature,3,10,5,2,2019,5,16
90.0,Fino,1 Cosmo Pl,Inadequately cleaned or sanitized food contact surfaces,2,3,3,2,2019,5,16
86.0,BRAVO PIZZA,5145 MISSION St,Unclean or degraded floors walls or ceilings,1,1,5,2,2019,5,16
71.0,Cafe Venue,67 05th St,Foods not protected from contamination,2,10,5,2,2019,5,16
94.0,Emporio Rulli Il Caffe at Union Square,225 Stockton St,Food safety certificate or food handler card not available,1,3,3,2,2019,5,16
91.0,Barbacco Eno-Trattoria,220 California St,Unclean or unsanitary food contact surfaces,3,3,2,2,2019,5,16
92.0,VILLA D'ESTE,2623 OCEAN Ave,Low risk vermin infestation,1,8,3,2,2019,5,16
86.0,BRAVO PIZZA,5145 MISSION St,Inadequate food safety knowledge or lack of certified food safety manager,2,1,5,2,2019,5,16
88.0,EL SALVADOR RESTAURANT,2278 MISSION St,Inadequately cleaned or sanitized food contact surfaces,2,2,3,2,2019,5,16
75.0,Good Luck Market,1215 Taraval St,Foods not protected from contamination,2,7,7,2,2019,5,16
86.0,BRAVO PIZZA,5145 MISSION St,Unclean nonfood contact surfaces,1,1,5,2,2019,5,16
85.0,Star India Restaurant,3721 GEARY Blvd,Inadequately cleaned or sanitized food contact surfaces,2,4,4,2,2019,5,16
88.0,HARRY'S BAR,2020 FILLMORE St,Moderate risk vermin infestation,2,6,3,2,2019,5,16
92.0,VILLA D'ESTE,2623 OCEAN Ave,Foods not protected from contamination,2,8,3,2,2019,5,16
86.0,BRAVO PIZZA,5145 MISSION St,Moderate risk vermin infestation,2,1,5,2,2019,5,16
85.0,Star India Restaurant,3721 GEARY Blvd,Unclean nonfood contact surfaces,1,4,4,2,2019,5,16
86.0,BRAVO PIZZA,5145 MISSION St,No thermometers or uncalibrated thermometers,1,1,5,2,2019,5,16
71.0,Cafe Venue,67 05th St,Improper cooling methods,3,10,5,2,2019,5,16
91.0,Barbacco Eno-Trattoria,220 California St,Improper or defective plumbing,1,3,2,2,2019,5,16
88.0,HARRY'S BAR,2020 FILLMORE St,Inadequately cleaned or sanitized food contact surfaces,2,6,3,2,2019,5,16
90.0,Fino,1 Cosmo Pl,Inadequate and inaccessible handwashing facilities,2,3,3,2,2019,5,16
92.0,Starbucks Coffee,052 California St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,3,3,2,2019,5,16
