Parcel Number	Building Name	Building Address	Postal Code	Floor Area	Property Type - Self Selected	PIM Link	Year Built	Energy Audit Due Date	Energy Audit Status	point	longitude	latitude	analysis_neighborhood	supervisor_district	data_as_of	data_loaded_at
3704/068	989 Market Street	979 MARKET ST	94103	116483	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3704/068	1907	04/01/2024	Did Not Comply	POINT (-122.409531188 37.782280786)	-122.40953118820734	37.78228078601742	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3789/008	25402-San Francisco / Second Street	611 Second Street	94107	106356	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3789/008	1909	04/01/2027	Upcoming	POINT (-122.391547851 37.781834828)	-122.39154785126595	37.78183482773153	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
6635/055	Safeway 739	3350 MISSION ST	94110	67346	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=6635/055	1967	04/01/2024	Pending - Contracted	POINT (-122.422189735 37.743212822)	-122.4221897345733	37.74321282150719	Bernal Heights	9	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
2636/001	1530 05TH AVE	1530 5TH AVE	94131	68044	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=2636/001	1950			POINT (-122.460522396 37.759781892)	-122.46052239581336	37.75978189222457	Inner Sunset	7	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3960/001	UPS - San Francisco	2222 17TH ST	94103	285047	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3960/001	1961	04/01/2024	Did Not Comply	POINT (-122.406006971 37.765215963)	-122.40600697104732	37.765215962819184	Mission	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3794/010	The Townsend Building	123 TOWNSEND ST	94107	142653	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3794/010	1903	04/01/2026	Upcoming	POINT (-122.390629951 37.779836347)	-122.39062995116751	37.77983634708109	Mission Bay	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4502A/002-B	Pier 96 - M&R Bldg.	96B Pier	94124	24220	Commercial - Port Facility	https://sfplanninggis.org/PIM/?tab=Property&search=4502A/002-B	1941			POINT (-122.377797367 37.743831183)	-122.37779736733373	37.74383118313398	Bayview Hunters Point	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
1300/001	Presidio Apartments	1801 WEDEMEYER ST	94129	221255	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=1300/001				POINT (-122.466436858 37.797361293)	-122.46643685773394	37.797361293287395	Presidio	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0324/024	O'Farrell	477 OFARRELL ST	94102	88860	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0324/024	1986			POINT (-122.412423243 37.785598641)	-122.41242324263852	37.7855986406182	Tenderloin	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0681/044	2180 POST ST	2180 POST ST	94115	156103	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=0681/044	2000			POINT (-122.437615258 37.784993426)	-122.43761525814926	37.78499342635195	Japantown	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3572/001	23088-San Francisco/Treat Ave	300 Treat Ave	94110	69700	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3572/001	1908	04/01/2031	Upcoming	POINT (-122.413588287 37.765087884)	-122.4135882874051	37.765087883689326	Mission	9	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0740/045	Arnett Watson Apartments	650 EDDY ST	94109	74500	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0740/045				POINT (-122.418564997 37.783444298)	-122.4185649970904	37.78344429836221	Tenderloin	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
7126A/012	3911 ALEMANY BLVD	3911 ALEMANY BLVD	94132	246406	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=7126A/012	2002			POINT (-122.467702916 37.710417576)	-122.46770291561153	37.71041757603491	Oceanview/Merced/Ingleside	7	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0288/032	333 Bush Street	333 Bush Street	94108	647356	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0288/032	1987			POINT (-122.403056884 37.790591995)	-122.40305688387113	37.790591995288885	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3559/002	2213 MARKET ST	2213 MARKET ST	94114	54945	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=3559/002	1909			POINT (-122.431409431 37.76508439)	-122.43140943058233	37.765084389997355	Castro/Upper Market	8	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
1542/042	3855 GEARY BLVD	3855 GEARY BLVD	94118	21000	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=1542/042	1917	04/01/2021	Did Not Comply	POINT (-122.460740486 37.780870422)	-122.46074048642954	37.78087042166433	Inner Richmond	1	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0284/001	The Family Club	545 POWELL ST	94108	12092	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0284/001	1909	04/01/2024	Did Not Comply	POINT (-122.408940008 37.789884897)	-122.40894000806732	37.78988489736394	Nob Hill	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3519/006	364 9TH ST	364 9TH ST	94103	19050	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3519/006	1955	04/01/2027	Upcoming	POINT (-122.41073905 37.772706402)	-122.4107390501208	37.772706401994995	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0739/017	826 Van Ness Ave	826 Van Ness Ave	94109	85817	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0739/017	2009			POINT (-122.420478425 37.783242366)	-122.42047842515554	37.78324236589655	Tenderloin	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
1071/004	21207-San Francisco / Geary BL	2690 Geary Blvd	94118	96000	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=1071/004	1923	04/01/2027	Upcoming	POINT (-122.447800989 37.782792086)	-122.44780098899045	37.78279208579834	Presidio Heights	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3722/004	144 Second Street	144 2ND ST	94105	24564	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3722/004	1908	04/01/2026	Upcoming	POINT (-122.399210822 37.787209328)	-122.39921082206611	37.787209328111416	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3515/040	1690 FOLSOM ST	1690 FOLSOM ST	94103	57690	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3515/040	1953	04/01/2027	Upcoming	POINT (-122.415983401 37.770137595)	-122.41598340128836	37.770137594756044	Mission	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0294/009	246 POST ST	246 POST ST	94108	38475	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0294/009	1908	04/01/2029	Upcoming	POINT (-122.406200127 37.788845183)	-122.40620012676831	37.788845182588794	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4224/045	San Francisco Food Bank	900 PENNSYLVANIA AVE	94107	86594	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=4224/045	1997	04/01/2030	Upcoming	POINT (-122.393814912 37.754355901)	-122.39381491238937	37.75435590118809	Potrero Hill	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0140/005	60 BROADWAY	60 BROADWAY	94111	14000	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0140/005	1902	04/01/2026	Upcoming	POINT (-122.399089262 37.799026057)	-122.39908926219725	37.799026057400674	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
1129/039	1135 DIVISADERO ST	1135 DIVISADERO ST	94115	61137	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=1129/039	1983			POINT (-122.439277437 37.780194756)	-122.43927743659846	37.78019475558193	Western Addition	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3713/007	One Market Plaza	98 Mission St	94105	1870178	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3713/007	1979	04/01/2031	Upcoming	POINT (-122.394233282 37.793370731)	-122.39423328175292	37.79337073068709	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0305/029	639 POST ST	639 POST ST	94102	105646	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0305/029	1914			POINT (-122.412335053 37.787504838)	-122.41233505339352	37.78750483843258	Tenderloin	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0224/001	865 STOCKTON ST	865 STOCKTON ST	94108	13136	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0224/001	1977	04/01/2022	Did Not Comply	POINT (-122.40808642 37.79388814)	-122.40808641976206	37.793888139785814	Chinatown	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3759/011	800 Bryant St	498 6TH ST	94103	21437	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3759/011	2003	04/01/2026	Upcoming	POINT (-122.402932214 37.776022259)	-122.40293221442418	37.776022258537814	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0306/007	Diva Hotel	440 GEARY ST	94102	56064	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0306/007	1912			POINT (-122.410632122 37.787339705)	-122.41063212216866	37.787339704624245	Tenderloin	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
7143/036	5816 MISSION ST	5816 MISSION ST	94112	71984	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=7143/036	1998			POINT (-122.451679454 37.709482761)	-122.45167945351803	37.709482761039595	Outer Mission	11	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3717/005	160 SPEAR ST	160 SPEAR ST	94105	327412	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3717/005	0	04/01/2025	Upcoming	POINT (-122.393390119 37.79157493)	-122.39339011942037	37.79157492959329	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0236/019	150 California Street	150 CALIFORNIA ST	94111	249252	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0236/019	2000	04/01/2026	Upcoming	POINT (-122.398463509 37.793673396)	-122.39846350926469	37.79367339561149	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3986/014	Robert Mizono Studios	150 MISSISSIPPI ST	94107	13679	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3986/014	1945	04/01/2027	Upcoming	POINT (-122.395181957 37.764412277)	-122.39518195689286	37.7644122771225	Potrero Hill	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4107/022	Tennessee Roundhouse LLC	901 MINNESOTA ST	94107	11300	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=4107/022	1940	04/01/2024	Did Not Comply	POINT (-122.389873982 37.759408068)	-122.38987398184253	37.75940806826608	Potrero Hill	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0330/004	33 Powell Street Corporation	17 POWELL ST	94102	83256	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0330/004	1910	04/01/2025	Upcoming	POINT (-122.408148823 37.784885)	-122.40814882301846	37.784885000325026	Tenderloin	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4246/001	2800 3RD ST	2800 3RD ST	94107	35160	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=4246/001	1925	04/01/2013	Did Not Comply	POINT (-122.388359021 37.753717431)	-122.38835902058193	37.753717430998826	Potrero Hill	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3554/056	3068 16TH ST	3060 16TH ST	94103	12000	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3554/056	1908	04/01/2029	Upcoming	POINT (-122.421204285 37.765240907)	-122.42120428549836	37.76524090701937	Mission	9	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4019/001	540 ALABAMA ST	540 ALABAMA ST	94110	71433	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=4019/001	1922			POINT (-122.412489358 37.762531948)	-122.41248935817947	37.76253194841921	Mission	9	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0135/001	945 Battery St	945 BATTERY ST	94111	66028	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0135/001	1911	04/01/2024	Did Not Comply	POINT (-122.401738119 37.800198831)	-122.40173811879102	37.80019883057391	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3753/375	923 Folsom - MF	923 Folsom Street	94107	140406	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=3753/375	1967			POINT (-122.403659255 37.77954119)	-122.40365925502589	37.77954119020155	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3532/064	Casa Quezada	35 WOODWARD ST	94103	57200	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=3532/064	1907			POINT (-122.42069248 37.769339766)	-122.42069248003916	37.76933976561981	Mission	9	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
